crate	path	item
oracledb	crates/oracledb/src/arrow/builders.rs	pub fn build_record_batch(
oracledb	crates/oracledb/src/arrow/builders.rs	pub fn build_record_batch_columnar(
oracledb	crates/oracledb/src/arrow/builders.rs	pub fn build_record_batch_with_schema(
oracledb	crates/oracledb/src/arrow/builders.rs	pub fn decimal128_to_string(unscaled: i128, scale: i8) -> String {
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) fn append_borrowed(
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) fn append_owned(&mut self, rows: &[Vec<Option<QueryValue>>]) -> Result<()> {
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) fn columnar_supported(schema: &Schema) -> bool {
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) fn decimal128_from_number_text(text: &str, scale: i8) -> Option<i128> {
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) fn finish(self) -> Result<RecordBatch> {
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) fn new(
oracledb	crates/oracledb/src/arrow/builders.rs	pub(super) struct ColumnarBatchBuilder {
oracledb	crates/oracledb/src/arrow/direct_path.rs	pub fn record_batch_to_direct_path_rows(
oracledb	crates/oracledb/src/arrow/ipc.rs	pub fn record_batch_to_ipc(batch: &RecordBatch) -> Result<Vec<u8>> {
oracledb	crates/oracledb/src/arrow/mod.rs	pub async fn fetch_all_record_batch(
oracledb	crates/oracledb/src/arrow/mod.rs	pub async fn fetch_all_record_batch_columnar(
oracledb	crates/oracledb/src/arrow/mod.rs	pub async fn fetch_record_batches(
oracledb	crates/oracledb/src/arrow/mod.rs	pub async fn next_batch(
oracledb	crates/oracledb/src/arrow/mod.rs	pub enum ArrowConversionError {
oracledb	crates/oracledb/src/arrow/mod.rs	pub enum VectorFormat {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn fetch_all_record_batch(
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn fetch_all_record_batch_columnar(
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn fetch_decimals(&self) -> bool {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn fetch_record_batches(
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn new() -> Self {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn next_record_batch(
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn requested_schema(&self) -> Option<&SchemaRef> {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn schema(&self) -> SchemaRef {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn vector_fixed_size_list(&self) -> bool {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn with_fetch_decimals(mut self, enabled: bool) -> Self {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn with_requested_schema(mut self, schema: SchemaRef) -> Self {
oracledb	crates/oracledb/src/arrow/mod.rs	pub fn with_vector_fixed_size_list(mut self, enabled: bool) -> Self {
oracledb	crates/oracledb/src/arrow/mod.rs	pub struct ArrowFetchOptions {
oracledb	crates/oracledb/src/arrow/mod.rs	pub struct RecordBatchFetch {
oracledb	crates/oracledb/src/arrow/mod.rs	pub use builders::{
oracledb	crates/oracledb/src/arrow/mod.rs	pub use direct_path::record_batch_to_direct_path_rows;
oracledb	crates/oracledb/src/arrow/mod.rs	pub use ipc::record_batch_to_ipc;
oracledb	crates/oracledb/src/arrow/mod.rs	pub use schema::{
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn arrow_define_columns(columns: &[ColumnMetadata]) -> Vec<ColumnMetadata> {
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn arrow_schema_for_columns(
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn arrow_type_name(data_type: &DataType) -> String {
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn check_convert_from_arrow(arrow_type: &DataType, column: &ColumnMetadata) -> Result<()> {
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn db_type_name(column: &ColumnMetadata) -> String {
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn vector_arrow_type(format: VectorFormat, sparse: bool) -> DataType {
oracledb	crates/oracledb/src/arrow/schema.rs	pub fn vector_fixed_size_list_type(format: VectorFormat, dim: i32) -> DataType {
oracledb	crates/oracledb/src/arrow/schema.rs	pub(super) const ORA_TYPE_NUM_VECTOR: u8 = 127;
oracledb	crates/oracledb/src/arrow/schema.rs	pub(super) const VECTOR_META_FLAG_SPARSE_VECTOR: u8 = 0x02;
oracledb	crates/oracledb/src/cursor_logic.rs	pub enum ExecutemanyManagerError {
oracledb	crates/oracledb/src/cursor_logic.rs	pub fn bind_rows_need_iterative_plsql(statement: &str, bind_rows: &[Vec<BindValue>]) -> bool {
oracledb	crates/oracledb/src/cursor_logic.rs	pub fn message_offset(&self) -> u32 {
oracledb	crates/oracledb/src/cursor_logic.rs	pub fn new(total_rows: usize, batch_size: u32) -> Result<Self, ExecutemanyManagerError> {
oracledb	crates/oracledb/src/cursor_logic.rs	pub fn next_batch(&mut self) {
oracledb	crates/oracledb/src/cursor_logic.rs	pub fn num_rows(&self) -> u32 {
oracledb	crates/oracledb/src/cursor_logic.rs	pub fn with_chunks(
oracledb	crates/oracledb/src/cursor_logic.rs	pub struct ExecutemanyManager {
oracledb	crates/oracledb/src/iam_pop.rs	pub(crate) fn build_signing_header(
oracledb	crates/oracledb/src/iam_pop.rs	pub(crate) fn sign_signing_header(private_key_pkcs8_pem: &str, header: &str) -> Result<String> {
oracledb	crates/oracledb/src/lib.rs	pub async fn aq_deq_many(
oracledb	crates/oracledb/src/lib.rs	pub async fn aq_deq_one(
oracledb	crates/oracledb/src/lib.rs	pub async fn aq_enq_many(
oracledb	crates/oracledb/src/lib.rs	pub async fn aq_enq_one(
oracledb	crates/oracledb/src/lib.rs	pub async fn begin_sessionless_transaction(
oracledb	crates/oracledb/src/lib.rs	pub async fn cancel(&mut self, _cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn cancel(&mut self, cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn change_password(
oracledb	crates/oracledb/src/lib.rs	pub async fn close(mut self, cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn commit(&mut self, cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn connect(cx: &Cx, mut options: ConnectOptions) -> Result<Self> {
oracledb	crates/oracledb/src/lib.rs	pub async fn create_temp_lob(
oracledb	crates/oracledb/src/lib.rs	pub async fn define_and_fetch_rows_with_columns(
oracledb	crates/oracledb/src/lib.rs	pub async fn describe_object_type(
oracledb	crates/oracledb/src/lib.rs	pub async fn direct_path_load(
oracledb	crates/oracledb/src/lib.rs	pub async fn direct_path_load_prepared(
oracledb	crates/oracledb/src/lib.rs	pub async fn direct_path_load_stream(
oracledb	crates/oracledb/src/lib.rs	pub async fn direct_path_op(&mut self, cx: &Cx, cursor_id: u16, op_code: u32) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn direct_path_prepare(
oracledb	crates/oracledb/src/lib.rs	pub async fn enable_dbms_output(&mut self, cx: &Cx, buffer_bytes: Option<u32>) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn execute<'p>(
oracledb	crates/oracledb/src/lib.rs	pub async fn execute_many<'b>(
oracledb	crates/oracledb/src/lib.rs	pub async fn execute_many_with<'b>(
oracledb	crates/oracledb/src/lib.rs	pub async fn execute_raw(
oracledb	crates/oracledb/src/lib.rs	pub async fn execute_with<'e>(
oracledb	crates/oracledb/src/lib.rs	pub async fn fetch_cursor(
oracledb	crates/oracledb/src/lib.rs	pub async fn fetch_rows(
oracledb	crates/oracledb/src/lib.rs	pub async fn fetch_rows_ref(
oracledb	crates/oracledb/src/lib.rs	pub async fn fetch_rows_ref_response(
oracledb	crates/oracledb/src/lib.rs	pub async fn fetch_rows_request(
oracledb	crates/oracledb/src/lib.rs	pub async fn fetch_rows_with_columns(
oracledb	crates/oracledb/src/lib.rs	pub async fn for_each_row_ref<F>(
oracledb	crates/oracledb/src/lib.rs	pub async fn free_temp_lobs(&mut self, cx: &Cx, locators: &[Vec<u8>]) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn free_temp_lobs_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub async fn notify_register(&mut self, cx: &Cx, client_id: &[u8]) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn ping(&mut self, cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn ping_with_timeout(&mut self, cx: &Cx, timeout_ms: u32) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn query<'p>(
oracledb	crates/oracledb/src/lib.rs	pub async fn query_all<'p>(
oracledb	crates/oracledb/src/lib.rs	pub async fn query_one<'p>(
oracledb	crates/oracledb/src/lib.rs	pub async fn query_opt<'p>(
oracledb	crates/oracledb/src/lib.rs	pub async fn query_with<'conn, 'q>(
oracledb	crates/oracledb/src/lib.rs	pub async fn read_dbms_output(
oracledb	crates/oracledb/src/lib.rs	pub async fn read_lob(
oracledb	crates/oracledb/src/lib.rs	pub async fn read_lob_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub async fn recv_notification(
oracledb	crates/oracledb/src/lib.rs	pub async fn register_query<'r>(
oracledb	crates/oracledb/src/lib.rs	pub async fn resume_sessionless_transaction(
oracledb	crates/oracledb/src/lib.rs	pub async fn rollback(&mut self, cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn run_pipeline(
oracledb	crates/oracledb/src/lib.rs	pub async fn run_pipeline_decoded(
oracledb	crates/oracledb/src/lib.rs	pub async fn scroll_cursor(
oracledb	crates/oracledb/src/lib.rs	pub async fn subscribe_register(
oracledb	crates/oracledb/src/lib.rs	pub async fn subscribe_unregister(
oracledb	crates/oracledb/src/lib.rs	pub async fn supplement_json_column_metadata(
oracledb	crates/oracledb/src/lib.rs	pub async fn suspend_sessionless_transaction(&mut self, cx: &Cx) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn tpc_begin(
oracledb	crates/oracledb/src/lib.rs	pub async fn tpc_commit(
oracledb	crates/oracledb/src/lib.rs	pub async fn tpc_end(
oracledb	crates/oracledb/src/lib.rs	pub async fn tpc_prepare(&mut self, cx: &Cx, xid: Option<(u32, &[u8], &[u8])>) -> Result<bool> {
oracledb	crates/oracledb/src/lib.rs	pub async fn tpc_rollback(&mut self, cx: &Cx, xid: Option<(u32, &[u8], &[u8])>) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub async fn trim_lob(
oracledb	crates/oracledb/src/lib.rs	pub async fn trim_lob_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub async fn write_lob(
oracledb	crates/oracledb/src/lib.rs	pub async fn write_lob_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub const THIN: Self = Self {
oracledb	crates/oracledb/src/lib.rs	pub const VERSION: &str = env!("CARGO_PKG_VERSION");
oracledb	crates/oracledb/src/lib.rs	pub enum AuthMode {
oracledb	crates/oracledb/src/lib.rs	pub enum AuthModeKind {
oracledb	crates/oracledb/src/lib.rs	pub enum AuthModeSupport {
oracledb	crates/oracledb/src/lib.rs	pub enum ConnectionDisposition {
oracledb	crates/oracledb/src/lib.rs	pub enum Error {
oracledb	crates/oracledb/src/lib.rs	pub enum ErrorKind {
oracledb	crates/oracledb/src/lib.rs	pub enum NotificationOutcome {
oracledb	crates/oracledb/src/lib.rs	pub enum PipelineRequest {
oracledb	crates/oracledb/src/lib.rs	pub enum RetryHint {
oracledb	crates/oracledb/src/lib.rs	pub enum SessionlessError {
oracledb	crates/oracledb/src/lib.rs	pub enum TokenSourceError {
oracledb	crates/oracledb/src/lib.rs	pub fn __pyshim_drain_cancel_response(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn __pyshim_reconcile_completed_cancel_response(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn access_token(&self) -> Option<&AccessToken> {
oracledb	crates/oracledb/src/lib.rs	pub fn app_context(&self) -> &[(String, String, String)] {
oracledb	crates/oracledb/src/lib.rs	pub fn aq_deq_many(
oracledb	crates/oracledb/src/lib.rs	pub fn aq_deq_one(
oracledb	crates/oracledb/src/lib.rs	pub fn aq_enq_many(
oracledb	crates/oracledb/src/lib.rs	pub fn aq_enq_one(
oracledb	crates/oracledb/src/lib.rs	pub fn as_str(&self) -> &'static str {
oracledb	crates/oracledb/src/lib.rs	pub fn attributes(&self) -> &[(String, Option<oracledb_protocol::thin::QueryValue>)] {
oracledb	crates/oracledb/src/lib.rs	pub fn auth_capabilities(&self) -> AuthCapabilities {
oracledb	crates/oracledb/src/lib.rs	pub fn auth_mode(&self) -> &AuthMode {
oracledb	crates/oracledb/src/lib.rs	pub fn begin_sessionless_transaction(
oracledb	crates/oracledb/src/lib.rs	pub fn bind_rows(&self) -> Option<&[Vec<BindValue>]> {
oracledb	crates/oracledb/src/lib.rs	pub fn cancel(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn cancel_blocking(&mut self) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn cancel_handle(&self) -> Result<CancelHandle> {
oracledb	crates/oracledb/src/lib.rs	pub fn caret(&self, sql: &str) -> Option<String> {
oracledb	crates/oracledb/src/lib.rs	pub fn change_password(
oracledb	crates/oracledb/src/lib.rs	pub fn char_count(&self) -> usize {
oracledb	crates/oracledb/src/lib.rs	pub fn close(connection: Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn close_cursor(&mut self, cursor_id: u32) {
oracledb	crates/oracledb/src/lib.rs	pub fn collection(
oracledb	crates/oracledb/src/lib.rs	pub fn commit() -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn commit(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn connect(options: ConnectOptions) -> Result<Connection> {
oracledb	crates/oracledb/src/lib.rs	pub fn connect_string(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn connection_disposition(&self) -> ConnectionDisposition {
oracledb	crates/oracledb/src/lib.rs	pub fn create_temp_lob(
oracledb	crates/oracledb/src/lib.rs	pub fn db_unique_name(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn decode_object(
oracledb	crates/oracledb/src/lib.rs	pub fn define_and_fetch_rows_with_columns(
oracledb	crates/oracledb/src/lib.rs	pub fn describe_object_type(
oracledb	crates/oracledb/src/lib.rs	pub fn descriptor(&self) -> &EasyConnect {
oracledb	crates/oracledb/src/lib.rs	pub fn direct_path_load(
oracledb	crates/oracledb/src/lib.rs	pub fn direct_path_load_prepared(
oracledb	crates/oracledb/src/lib.rs	pub fn direct_path_prepare(
oracledb	crates/oracledb/src/lib.rs	pub fn edition(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn elements(&self) -> Option<&[Option<oracledb_protocol::thin::QueryValue>]> {
oracledb	crates/oracledb/src/lib.rs	pub fn enable_dbms_output(
oracledb	crates/oracledb/src/lib.rs	pub fn execute(
oracledb	crates/oracledb/src/lib.rs	pub fn execute<'p>(
oracledb	crates/oracledb/src/lib.rs	pub fn execute_many<'b>(
oracledb	crates/oracledb/src/lib.rs	pub fn execute_many_with<'b>(
oracledb	crates/oracledb/src/lib.rs	pub fn execute_raw(
oracledb	crates/oracledb/src/lib.rs	pub fn execute_with<'e>(
oracledb	crates/oracledb/src/lib.rs	pub fn external_auth(connect_string: impl Into<String>, identity: ClientIdentity) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn fetch_cursor(
oracledb	crates/oracledb/src/lib.rs	pub fn fetch_profile_arm(on: bool) {
oracledb	crates/oracledb/src/lib.rs	pub fn fetch_profile_read_decode_ns() -> (u64, u64) {
oracledb	crates/oracledb/src/lib.rs	pub fn fetch_profile_reset() {
oracledb	crates/oracledb/src/lib.rs	pub fn fetch_rows(
oracledb	crates/oracledb/src/lib.rs	pub fn fetch_rows_with_columns(
oracledb	crates/oracledb/src/lib.rs	pub fn free_temp_lobs(connection: &mut Connection, locators: &[Vec<u8>]) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn free_temp_lobs_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub fn full_code(self) -> &'static str {
oracledb	crates/oracledb/src/lib.rs	pub fn full_user(&self) -> String {
oracledb	crates/oracledb/src/lib.rs	pub fn host(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn identity(&self) -> &ClientIdentity {
oracledb	crates/oracledb/src/lib.rs	pub fn identity(&self) -> &ClientIdentity {
oracledb	crates/oracledb/src/lib.rs	pub fn inactivity_timeout(&self) -> Option<Duration> {
oracledb	crates/oracledb/src/lib.rs	pub fn into_attributes(self) -> Vec<(String, Option<oracledb_protocol::thin::QueryValue>)> {
oracledb	crates/oracledb/src/lib.rs	pub fn into_elements(self) -> Option<Vec<Option<oracledb_protocol::thin::QueryValue>>> {
oracledb	crates/oracledb/src/lib.rs	pub fn into_lines(self) -> Vec<String> {
oracledb	crates/oracledb/src/lib.rs	pub fn is_collection(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn is_commit(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn is_connection_lost(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn is_dead(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn is_retryable(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn is_transient(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn kerberos_auth(
oracledb	crates/oracledb/src/lib.rs	pub fn kind(&self) -> AuthModeKind {
oracledb	crates/oracledb/src/lib.rs	pub fn kind(&self) -> ErrorKind {
oracledb	crates/oracledb/src/lib.rs	pub fn line_count(&self) -> usize {
oracledb	crates/oracledb/src/lib.rs	pub fn lines(&self) -> &[String] {
oracledb	crates/oracledb/src/lib.rs	pub fn message(self) -> &'static str {
oracledb	crates/oracledb/src/lib.rs	pub fn mode(&self) -> AuthModeKind {
oracledb	crates/oracledb/src/lib.rs	pub fn new(
oracledb	crates/oracledb/src/lib.rs	pub fn new(lines: Vec<String>, truncated: bool) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn new(pem: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn new(token: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn notify_register(connection: &mut Connection, client_id: &[u8]) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn object(
oracledb	crates/oracledb/src/lib.rs	pub fn offset(&self) -> Option<i32> {
oracledb	crates/oracledb/src/lib.rs	pub fn ora_code(&self) -> Option<i32> {
oracledb	crates/oracledb/src/lib.rs	pub fn oracle_code(&self) -> Option<i32> {
oracledb	crates/oracledb/src/lib.rs	pub fn parse_user_and_proxy(user: &str) -> (String, Option<String>) {
oracledb	crates/oracledb/src/lib.rs	pub fn password(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn ping(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn ping_with_timeout(connection: &mut Connection, timeout_ms: u32) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn port(&self) -> u16 {
oracledb	crates/oracledb/src/lib.rs	pub fn prefetch_rows(&self) -> Option<u32> {
oracledb	crates/oracledb/src/lib.rs	pub fn prepare_sessionless_suspend_on_success(&mut self) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn protocol(&self) -> NetProtocol {
oracledb	crates/oracledb/src/lib.rs	pub fn protocol_limits(&self) -> ProtocolLimits {
oracledb	crates/oracledb/src/lib.rs	pub fn protocol_version(&self) -> u16 {
oracledb	crates/oracledb/src/lib.rs	pub fn proxy_user(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn query<'conn, 'p>(
oracledb	crates/oracledb/src/lib.rs	pub fn query_all<'p>(
oracledb	crates/oracledb/src/lib.rs	pub fn query_one<'p>(
oracledb	crates/oracledb/src/lib.rs	pub fn query_opt<'p>(
oracledb	crates/oracledb/src/lib.rs	pub fn query_with<'conn, 'q>(
oracledb	crates/oracledb/src/lib.rs	pub fn radius_auth(
oracledb	crates/oracledb/src/lib.rs	pub fn read_dbms_output(
oracledb	crates/oracledb/src/lib.rs	pub fn read_lob(
oracledb	crates/oracledb/src/lib.rs	pub fn read_lob_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub fn recv_notification(
oracledb	crates/oracledb/src/lib.rs	pub fn register_query<'r>(
oracledb	crates/oracledb/src/lib.rs	pub fn release_cursor(&mut self, cursor_id: u32) {
oracledb	crates/oracledb/src/lib.rs	pub fn render_caret(sql: &str, offset: usize, headline: &str) -> String {
oracledb	crates/oracledb/src/lib.rs	pub fn resource_limit(&self) -> Option<oracledb_protocol::ResourceLimit> {
oracledb	crates/oracledb/src/lib.rs	pub fn resume_sessionless_transaction(
oracledb	crates/oracledb/src/lib.rs	pub fn retry_hint(&self) -> RetryHint {
oracledb	crates/oracledb/src/lib.rs	pub fn rollback(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn run_pipeline(
oracledb	crates/oracledb/src/lib.rs	pub fn run_pipeline_decoded(
oracledb	crates/oracledb/src/lib.rs	pub fn scroll_cursor(
oracledb	crates/oracledb/src/lib.rs	pub fn sdu(&self) -> u16 {
oracledb	crates/oracledb/src/lib.rs	pub fn sdu(&self) -> usize {
oracledb	crates/oracledb/src/lib.rs	pub fn serial_num(&self) -> u16 {
oracledb	crates/oracledb/src/lib.rs	pub fn server_type_emon(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn server_version(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn server_version_tuple(&self) -> Option<(u8, u8, u8, u8, u8)> {
oracledb	crates/oracledb/src/lib.rs	pub fn session_id(&self) -> u32 {
oracledb	crates/oracledb/src/lib.rs	pub fn sql(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn ssl_server_cert_dn(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn ssl_server_dn_match(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn statement_cache_size(&self) -> usize {
oracledb	crates/oracledb/src/lib.rs	pub fn statement_shape_cache(&self) -> Option<&Arc<StatementShapeCache>> {
oracledb	crates/oracledb/src/lib.rs	pub fn subscribe_register(
oracledb	crates/oracledb/src/lib.rs	pub fn subscribe_unregister(
oracledb	crates/oracledb/src/lib.rs	pub fn supplement_json_column_metadata(
oracledb	crates/oracledb/src/lib.rs	pub fn support(self, mode: AuthModeKind) -> AuthModeSupport {
oracledb	crates/oracledb/src/lib.rs	pub fn supports_fast_auth(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn supports_oob(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn supports_pipelining(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn suspend_sessionless_transaction(connection: &mut Connection) -> Result<()> {
oracledb	crates/oracledb/src/lib.rs	pub fn token_source(&self) -> Option<&std::sync::Arc<dyn TokenSource>> {
oracledb	crates/oracledb/src/lib.rs	pub fn tpc_begin(
oracledb	crates/oracledb/src/lib.rs	pub fn tpc_commit(
oracledb	crates/oracledb/src/lib.rs	pub fn tpc_end(
oracledb	crates/oracledb/src/lib.rs	pub fn tpc_prepare(
oracledb	crates/oracledb/src/lib.rs	pub fn tpc_rollback(
oracledb	crates/oracledb/src/lib.rs	pub fn transaction_in_progress(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn trim_lob(
oracledb	crates/oracledb/src/lib.rs	pub fn trim_lob_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub fn truncated(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn type_name(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn type_schema(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn use_sni(&self) -> bool {
oracledb	crates/oracledb/src/lib.rs	pub fn user(&self) -> &str {
oracledb	crates/oracledb/src/lib.rs	pub fn wallet_location(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn wallet_password(&self) -> Option<&str> {
oracledb	crates/oracledb/src/lib.rs	pub fn with_access_token(mut self, token: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_access_token_and_key(
oracledb	crates/oracledb/src/lib.rs	pub fn with_app_context(mut self, app_context: Vec<(String, String, String)>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_edition(mut self, edition: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_external_auth(mut self) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_inactivity_timeout(mut self, timeout: Duration) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_kerberos_auth(
oracledb	crates/oracledb/src/lib.rs	pub fn with_protocol_limits(mut self, limits: ProtocolLimits) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_proxy_user(mut self, proxy_user: Option<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_radius_auth(mut self, challenge: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_sdu(mut self, sdu: u32) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_server_type_emon(mut self, emon: bool) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_shared_statement_shape_cache(mut self, cache: Arc<StatementShapeCache>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_ssl_server_cert_dn(mut self, dn: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_ssl_server_dn_match(mut self, enabled: bool) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_statement_cache_size(mut self, size: usize) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_token_source(mut self, source: std::sync::Arc<dyn TokenSource>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_token_source_and_key(
oracledb	crates/oracledb/src/lib.rs	pub fn with_use_sni(mut self, use_sni: bool) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_wallet_location(mut self, location: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn with_wallet_password(mut self, password: impl Into<String>) -> Self {
oracledb	crates/oracledb/src/lib.rs	pub fn write_lob(
oracledb	crates/oracledb/src/lib.rs	pub fn write_lob_with_timeout(
oracledb	crates/oracledb/src/lib.rs	pub mod arrow;
oracledb	crates/oracledb/src/lib.rs	pub mod pool;
oracledb	crates/oracledb/src/lib.rs	pub mod prelude {
oracledb	crates/oracledb/src/lib.rs	pub mod retry;
oracledb	crates/oracledb/src/lib.rs	pub mod soda;
oracledb	crates/oracledb/src/lib.rs	pub mod transport;
oracledb	crates/oracledb/src/lib.rs	pub struct AccessToken(String);
oracledb	crates/oracledb/src/lib.rs	pub struct AuthCapabilities {
oracledb	crates/oracledb/src/lib.rs	pub struct BlockingConnection;
oracledb	crates/oracledb/src/lib.rs	pub struct CancelHandle {
oracledb	crates/oracledb/src/lib.rs	pub struct CollectionElement {
oracledb	crates/oracledb/src/lib.rs	pub struct ConnectOptions {
oracledb	crates/oracledb/src/lib.rs	pub struct Connection {
oracledb	crates/oracledb/src/lib.rs	pub struct DbmsOutput {
oracledb	crates/oracledb/src/lib.rs	pub struct DecodedObject {
oracledb	crates/oracledb/src/lib.rs	pub struct ObjectAttribute {
oracledb	crates/oracledb/src/lib.rs	pub struct ObjectType {
